Model,Status,Additional_Description,Description,Location_ID,Price,Current can sell Qty,Confirmed,Estimated?,Product Origin Code,Weight,CBF,Master Pack,Catalog_Page
2516-48B,IN,,"(2/2) DINING TBL BASE, PEDESTAL",HMLG,103.12(Unit Price),152,100 03/30/2018,,CJJS,20.46,2.35,1,D-14
2516A,IN,,ARM CHAIR,HMLG,88.00(Unit Price),86,70 04/06/2018,,CJJS,25.97,6.8,2,D-14
2516NC-48,DS,,"(1/2) 48in RD DNNG TBL TOP, OAK",HMLG,70.88(Unit Price),0,,,CJJS,60.06,11.1,1,
2516NC-48B,DS,,"(2/2) DINING TBL BASE, PEDESTAL",HMLG,,0,,,CJJS,21.56,2.32,1,
2516NCA,DS,,"\ARM CHAIR, UPHOLSTERED, OAK",HMLG,85.00(Unit Price),0,,,CJJS,24.39,6.8,2,
2516S,DS,,"\SIDE CHAIR, FABRIC",HMLG,52.00(Unit Price),0,,,CJJS,0,2.9,2,XD-37
2517-50,DS,,"CURIO, HIDDEN DRAWERS",HMLG,359.00(Unit Price),0,,,VCGT,208.34,38,1,XXD-87
2517-84,DS,,DINING TABLE,HMLG,141.00(Promotional Price),0,,,VCGT,136.4,13,1,XXD-87
2517S,DS,,SIDE CHAIR,HMLG,36.00(Promotional Price),0,,,VCGT,39.82,2.95,2,XXD-87
2519-78,DS,,"DINING TBL, WALNUT VNR, 18in LF",HMLG,189.00(Unit Price),0,,,MCTW,101.2,8.7,1,
2519S,DS,,"\SIDE CHAIR, BLACK P/U",HMLG,45.00(Unit Price),0,,,MCTW,19.8,2,2,
2522BK,DS,,"5PC PACK DINETTE SET, KOTO VNER",HMLG,,0,,,VCHL,127.6,14.1,1,
2522BK-36,DS,,"5PC CNTR HGHT SET, KOTO VENEER",HMLG,239.00(Unit Price),1,,,VCHL,140.8,14.1,1,
2524-24,IN,,COUNTER HEIGHT CHAIR,HMLG,40.00(Unit Price),181,,634 05/26/2018,VGTP,20.9,2.87,2,D-120
2524-36,IN,,"(1/2) CNTR HGHT TBL TOP, 54*54",HMLG,147.88(Unit Price),52,,49 05/26/2018,VGTP,110,11.25,1,D-120
2524-36B,IN,,(2/2) CTR HGHT TBL STORAGE BASE,HMLG,31.12(Unit Price),84,,26 05/26/2018,VGTP,33,2.25,1,D-120
2525-24,DS,,"\CNTR HGHT CHAIR, NEUTRAL FABRIC",HMLG,45.00(Unit Price),0,,,VCGT,22,2.89,2,
2525-36,DS,,"CNTR HGHT TBL, OAK VNER,CRKL GL",HMLG,179.00(Unit Price),0,,,VCGT,92.84,8.65,1,
2526-04,DS,,END TABLE,HMLG,92.00(Unit Price),0,,,CJJS,42.9,5.55,1,XXT-29
2526-05,DS,,SOFA TABLE,HMLG,155.00(Unit Price),0,,,CJJS,75.98,7.19,1,XXT-29
2526-30,DS,,COCKTAIL TABLE,HMLG,155.00(Unit Price),0,,,CJJS,69.52,10.6,1,XXT-29
2526-96,IN,,"(1/2) DINING TBL TOP, 18IN LEAF",HMLG,173.88(Unit Price),0,67 04/06/2018,,CJJS,131.12,14.9,1,D-36
2526-96B,IN,,"(2/2) DINING TBL BASE, TRESTLE",HMLG,133.12(Unit Price),0,68 04/06/2018,,CJJS,65.34,5.72,1,D-36
2526N-04,DS,,END TABLE,HMLG,,0,,,CJJS,0,5.44,1,
2526N-05,DS,,SOFA TABLE,HMLG,,0,,,CJJS,0,8.2,1,
2526N-30LT,DS,,(2) LIFT TOP CKTL TBL,HMLG,,0,,,CJJS,0,8.72,1,
2526S,IN,,SIDE CHAIR,HMLG,78.00(Unit Price),245,170 03/30/2018,,CJJS,19.58,5.71,2,D-36
2528-13,IN,,"49"" BENCH",HMLG,59.00(Unit Price),55,,,CPYF,31.9,4.43,1,D-114
2528-64,IN,,"(1/3) DINING TBL TOP, ESPRESSO",HMLG,83.88(Unit Price),77,,,CPYF,52.36,5.84,1,D-114
2528-64G,IN,,(2/3) TABLE CRACKLE GLASS,HMLG,21.06(Unit Price),83,,,CPYF,18.26,0.88,1,D-114
2528-64L,IN,,(3/3) TABLE LEGS,HMLG,60.06(Unit Price),89,,,CPYF,37.62,1.7,1,D-114
2528S,IN,,SIDE CHAIR,HMLG,42.00(Unit Price),430,,,CPYF,20.46,2.61,2,D-114
2529-13,IN,,"49"" BENCH",HMLG,59.00(Unit Price),88,,,CPYF,34.76,4.43,1,D-134
2529-64,IN,,"DINING TABLE, MARBLE TOP",HMLG,195.00(Unit Price),110,,,CPYF,160.6,10.84,1,D-134
2529S,IN,,SIDE CHAIR,HMLG,42.00(Unit Price),478,,,CPYF,19.8,2.72,2,D-134
2533,DS,,(1/2) DNNG TBL COLMNS & BSE GLS,HMLG,44.88(Unit Price),0,,,CPHA,44.44,1.68,1,
2533BKS,DS,,SIDE CHAIR,HMLG,16.00(Promotional Price),0,,,CPHA,13.2,3.41,2,XXD-210
2533BUS,DS,,SIDE CHAIR,HMLG,31.00(Unit Price),0,,,CPHA,13.2,3.41,2,XXD-210
2533G,DS,,"(2/2) DNNG TBL GLS TOP, WHITE",HMLG,,0,,,CPWZ,84.7,3.4,1,
2533RDS,DS,,SIDE CHAIR,HMLG,19.00(Promotional Price),0,,,CPHA,13.2,3.41,2,XXD-210
2533WHS,DS,,SIDE CHAIR,HMLG,19.00(Promotional Price),0,,,CPHA,13.2,3.41,2,XXD-210
2534,DS,,(1/2) DNNG TBL COLMNS & BSE GLS,HMLG,,0,,,CPWZ,44.44,1.68,1,
2536,DS,,"5PC PACK DINETTE SET, DARK OAK",HMLG,,0,,,VCHL,121,14.2,1,
2537,DS,,"(1/2) DNNG TBL BSE, NEED G4070R",HMLG,,0,,,MCSS,105.6,3.59,1,
2537S,DS,,"\SIDE CHAIR, DRK BRW P/U",HMLG,43.00(Unit Price),0,,,MCSS,15.95,3.53,2,
2538-13,IN,,"44"" BENCH",HMLG,52.00(Unit Price),92,,49 04/28/2018,VGYC,29.7,3.09,1,D-128
2538-60,IN,,DINING TABLE,HMLG,102.00(Unit Price),84,,100 04/28/2018,VGYC,99,7.49,1,D-128
2538S,IN,,SIDE CHAIR,HMLG,34.00(Unit Price),219,,664 04/28/2018,VGYC,17.6,2.33,2,D-128
2539,DS,,"(1/2) DINING TBL TOP,WALNUT VNR",HMLG,79.88(Unit Price),0,,,MCTW,77,5.34,1,
2539B,DS,,"(2/2) DINING TBL BASE, XX",HMLG,65.12(Unit Price),0,,,MCTW,50.6,2.92,1,
2539BRS,DS,,"\SIDE CHAIR, DRK BRWN P/U UPHLS",HMLG,50.00(Unit Price),0,,,MCTW,20.9,2.68,2,
2539WS,DS,,"\SIDE CHAIR, WHITE P/U UPHOLSTD",HMLG,50.00(Unit Price),0,,,MCTW,20.9,2.68,2,
2544-13,IN,,"49"" BENCH",HMLG,48.00(Promotional Price),151,118 03/30/2018,68 06/02/2018,CPYF,30.58,4.43,1,D-143
2544-64,IN,,"DINING TABLE, FAUX MARBLE",HMLG,93.00(Promotional Price),237,166 03/30/2018,90 06/02/2018,CPYF,99,10.84,1,D-143
2544S,IN,,SIDE CHAIR,HMLG,29.00(Promotional Price),1183,856 03/30/2018,390 06/02/2018,CPYF,16.94,2.97,2,D-143
2545-13,DS,,"49"" BENCH",HMLG,59.00(Unit Price),0,,,CPYF,24.6,4.43,1,XD-109
2545-68,DS,,"DINING TABLE, FAUX MARBLE",HMLG,79.00(Promotional Price),0,,,CPYF,96.8,10.8,1,XD-109
2545S,DS,,SIDE CHAIR,HMLG,42.00(Unit Price),0,,,CPYF,15.73,2.9,2,XD-109
2546-108,DS,,"(1/2) DNNG TBL TOP, 2*18IN LEAF",HMLG,199.88(Unit Price),0,,,CPYF,149.6,19.78,1,XD-15
2546-108B,DS,TBDS,"(2/2) PEDESTAL BASE, BRW CHERRY",HMLG,149.12(Unit Price),0,,,CPYF,63.8,6.4,1,XD-15
2546-24,DS,,COUNTER HEIGHT CHAIR,HMLG,61.00(Unit Price),0,,,CPYF,21.34,3.84,2,XXD-16
2546-31,DS,,3PC PACK OCCASIONAL TABLE SET,HMLG,179.00(Unit Price),0,,,CPYF,103.4,9.66,1,XXT-79
2546-36,DS,,COUNTER HEIGHT TABLE,HMLG,129.00(Promotional Price),0,,,CPYF,127.6,14.3,1,XXD-16
2546-40,IN,,SERVER,HMLG,229.00(Promotional Price),34,,20 05/05/2018,CPYF,115.5,23.38,1,D-18
2546-40M,IN,,SERVER TOP W/ MIRROR,HMLG,130.00(Promotional Price),20,,10 05/05/2018,CPYF,65.12,8.01,1,D-18
2546-50,IN,,(1/2) HUTCH,HMLG,359.88(Unit Price),19,,"28 05/05/2018
34 06/06/2018",CPYF,182.16,40.22,1,D-18
2546-55,IN,,(2/2) BUFFET,HMLG,119.12(Promotional Price),22,,"35 05/05/2018
34 06/06/2018",CPYF,120.56,19.31,1,D-18
2546-96,IN,,"DINING TABLE, CHERRY FINISH",HMLG,183.00(Promotional Price),95,,"60 05/05/2018
82 06/06/2018",CPYF,145.2,16.72,1,D-18
2546A,IN,,ARM CHAIR,HMLG,50.00(Promotional Price),142,,"132 05/05/2018
150 06/06/2018",CPYF,25.52,3.65,2,D-18
2546NF-40,DS,,"SIDEBOARD, OAK FIN.",HMLG,279.00(Unit Price),0,,,CPYF,140.8,23.5,1,
2546NF-40M,DS,,SIDEBOARD TOP W/MIRROR,HMLG,159.00(Unit Price),0,,,CPYF,78.76,8.01,1,
2546NF-50,DS,,"(1/2) HUTCH, OAK FIN.",HMLG,,0,,,CPYF,170.94,40.2,1,
2546NF-55,DS,,"(2/2) BUFFET, OAK FIN.",HMLG,,0,,,CPYF,132,19.3,1,
2546NF-96,DS,,"LEG DNNG TBL, 2*12in LF,ASH VNR",HMLG,239.00(Unit Price),0,,,CPYF,173.8,16.7,1,
2546NFA,DS,,"\ARM CHAIR, FABRIC, OAK FIN.",HMLG,60.00(Unit Price),0,,,CPYF,20.57,3.93,2,
2546NFS,DS,,"\SIDE CHAIR, FABRIC, OAK FIN.",HMLG,55.00(Unit Price),0,,,CPYF,18.37,3.93,2,
2546S,IN,,SIDE CHAIR,HMLG,49.00(Promotional Price),394,,"258 05/05/2018
484 06/06/2018",CPYF,20.9,3.65,2,D-18
2547-72,IN,,DINING TABLE,HMLG,135.00(Unit Price),100,,111 06/09/2018,VJYG,88,8.78,1,D-119
2547S,IN,,SIDE CHAIR,HMLG,40.00(Unit Price),629,,522 06/09/2018,VJYG,16.5,2.77,2,D-119
2548S,DS,,"\SIDE CHAIR, P/U",HMLG,59.00(Unit Price),0,,,VCGV,0,3.36,2,
2549-13,IN,TBDS,42“ BENCH,HMLG,65.00(Promotional Price),8,,,MCTW,19.85,3.4,1,XD-99
2549-78,IN,TBDS,"(1/3) DNNG TBL TOP, 18IN EXT LF",HMLG,99.88(Promotional Price),9,,,MCTW,116.6,12.4,1,XD-99
2549-78B,IN,,(3/3) DINING TBL BTTM PLATE,HMLG,31.06(Unit Price),9,,,MCTW,39.6,2.3,1,XD-99
2549-78C,IN,TBDS,(2/3) DINING TBL COLUMN,HMLG,49.06(Promotional Price),10,,,MCTW,48.4,8.1,1,XD-99
2549S,IN,TBDS,SIDE CHAIR,HMLG,49.00(Promotional Price),76,,,MCTW,27.5,3.8,2,XD-99
255,DS,,"(1/2) ELPHNTTBL BSE,GRY/BK&GLD    X",HMLG,,0,,,1M,0,17.2,1,
2555-84,DS,TBDS,DINING TABLE,HMLG,85.00(Promotional Price),0,,,CJJS,99,14.6,1,XD-31
2555S,DS,TBDS,SIDE CHAIR,HMLG,50.00(Unit Price),0,,,CJJS,16.28,3.16,2,XD-31
2556BK,DS,,"5PC PACK DINETTE, BLACK FIN.",HMLG,115.00(Unit Price),0,,,MCSS,90.2,7.93,1,
2556BK-3A,DS,,"5PC PK DINETTE, BLACK, 3A-PKG",HMLG,,0,,,MCSS,90.2,7.9,1,
2557-36,DS,,3PC PACK COUNTER HEIGHT SET,HMLG,73.00(Promotional Price),0,,,VCNE,70.4,6.55,1,XXD-187
2557-36-3A,DS,,"3PC PACK BREAKFAST SET, 3A PACK",HMLG,,0,,,VCHL,72.6,8.08,1,
2558,IN,,5PC PACK DINETTE SET,HMLG,209.00(Unit Price),106,,,VCNE,129.8,13,1,D-182
2559,DS,,6PC PACK DINETE (W/BENCH) ESPR,HMLG,,0,,,VCHL,165,19.9,1,
256,DS,,"(1/2) DINING TBL BASE,ND#G48RD",HMLG,,0,,,PM,106,17,1,
2566,DS,,"5PC PACK RD DINETTE,FAUX MARBLE",HMLG,,0,,,VCHL,114.4,14.1,1,
2567,DS,,"5PC PACK DINETTE, NAPOLEON, ESP",HMLG,135.00(Unit Price),0,,,VCHH,132,12.9,1,
2568-48,IN,TBDS,DINING TABLE,HMLG,155.00(Unit Price),17,,,VGYC,40.5,10.91,1,XD-133
2568BRS,IN,TBDS,SIDE CHAIR,HMLG,46.00(Unit Price),17,,,VGYC,19,2.5,2,XD-133
257,DS,,"(1/2) DNNG TBL BSE,ND 48RD GLS    X",HMLG,,0,,,PM,77,18,1,
2577,DS,,"(1/2) DINING TBL BSE, WLNUT FIN",HMLG,,0,,,MCSS,28.6,1.95,1,
2577G,DS,,"(2/2) GLASS TOP, TEMPERED",HMLG,,0,,,MCSS,77.4,3.11,1,
2577S,DS,,"\SIDE CHAIR, BROWN FABRIC",HMLG,45.00(Unit Price),0,,,MCSS,16.2,3.04,2,
2578,DS,,"(1/2) RD DNNG TBL TOP, OAK VNR",HMLG,114.88(Unit Price),0,,,MCTW,66,5.9,1,
2578B,DS,,(2/2) DNNG TBL BASE & LAZY SUSN,HMLG,84.12(Unit Price),1,,,MCTW,41.8,4,1,
2578S,DS,,"\SIDE CHAIR, CHOC LINEN",HMLG,49.00(Unit Price),0,,,MCTW,41.8,2.83,2,
2579,DS,,"(1/2) DAYBED ARM, WHITE HEART     X",HMLG,,0,,,1M,24.2,2.7,1,
2579-13,DS,,42INL BENCH,HMLG,80.00(Unit Price),0,,,CJTA,23.1,3.85,1,
2579-78,DS,,"(1/3) DNNG TBL TOP, 18in LF",HMLG,,0,,,CJTA,118.8,8.72,1,
2579-78B,DS,,(3/3) DINING TBL BTTM PLATE,HMLG,15.06(Unit Price),0,,,CJTA,27.5,3.46,1,
2579-78C,DS,,"(2/3) DNNG TBL COLUMN,LED LIGHT",HMLG,,0,,,CJTA,25.3,5.58,1,
2579S,DS,,"\SIDE CHAIR, D. BRW P/U",HMLG,55.00(Unit Price),0,,,CJTA,20.9,3.18,2,
2588-40,IN,,SERVER,HMLG,379.00(Unit Price),44,,,CJJS,217.36,32.7,1,D-38
2588-92,IN,,"(1/2) DINING TBL TOP, 18IN LEAF",HMLG,219.88(Unit Price),99,,"1 05/16/2018
58 05/23/2018",CJJS,153.87,16,1,D-38
2588-92B,IN,,(2/2) DUAL PEDESTAL BASES,HMLG,147.12(Unit Price),105,,54 05/23/2018,CJJS,86.97,13.8,1,D-38
2588S,IN,,SIDE CHAIR,HMLG,63.00(Unit Price),142,,604 05/23/2018,CJJS,20.9,5.02,2,D-38
2599W-40,DS,,SERVER,HMLG,299.00(Unit Price),0,,,CPHN,156.2,27,1,
2599W-78,DS,,"DINING TBL, 12in LF, WHT FIN",HMLG,219.00(Unit Price),0,,,CPHN,136.4,14,1,
2599WS,DS,,"\SIDE CHAIR, BEIGE FABRIC",HMLG,55.00(Unit Price),0,,,CPHN,19.25,4.12,2,
2600-40,DS,,SERVER,HMLG,249.00(Unit Price),0,,,VPNN,138.6,18.9,1,
2600-78,DS,,"DINING TABLE, BIRCH VNR",HMLG,199.00(Unit Price),0,,,VPNN,145.6,15,1,
2600PUS,DS,,"\SIDE CHAIR, D.BRW P/U",HMLG,50.00(Unit Price),0,,,VPNN,21.45,3,2,
2600S,DS,,SIDE CHAIR,HMLG,,0,,,,0,0,1,
2601-15,IN,,WRITING DESK & CHAIR (3A),HMLG,69.00(Unit Price),168,,,CPWZ,53.9,5.47,1,H-18
2601-24,IN,,"COUNTER HEIGHT CHAIR, SOLD AS 4PC SET ONLY",HMLG,20.00(Unit Price),0,190 04/06/2018,"604 05/15/2018
400 06/14/2018",CPWZ,18.15,1.72,4,D-166
2601-31,IN,,"3PC PACK OCCASIONAL TABLE SET, FAUX MARBLE",HMLG,82.00(Unit Price),38,65 04/06/2018,"60 06/14/2018
60 07/15/2018",CPWZ,88,6.25,1,T-51
2601-36,IN,,"COUNTER HEIGHT TABLE, FAUX MARBLE",HMLG,59.00(Unit Price),31,,"116 05/15/2018
90 06/14/2018",CPWZ,59.4,4.54,1,D-166
2601-48,IN,,"DINING TABLE, FAUX MARBLE",HMLG,39.00(Promotional Price),156,145 04/06/2018,"248 05/10/2018
85 05/15/2018
96 06/14/2018
204 07/15/2018",CPWZ,47.3,4.33,1,D-165
2601S,IN,,"SIDE CHAIR, SOLD AS 4PC SET ONLY",HMLG,15.00(Promotional Price),462,892 04/06/2018,"1068 05/10/2018
332 05/15/2018
360 06/14/2018
824 07/15/2018",CPWZ,15.675,1.41,4,D-165
2603-72,DS,,"(1/2) TBL BASE, WALNUT VNR",HMLG,,0,,,CJTA,59.4,9.71,1,
2603-72G,DS,,"(2/2) 42x72 GLS TBL TOP, TEMPRD",HMLG,,0,,,CJTA,127.6,4.6,1,
2603BRS,DS,,"\SIDE CHAIR, CHOC BRW P/U",HMLG,50.00(Unit Price),0,,,CJTA,15.4,2.51,2,
2603WS,DS,,"\SIDE CHAIR, WHITE P/U",HMLG,50.00(Unit Price),0,,,CJTA,15.4,2.51,2,
2604-48,DS,,"DINING TBL, BEECH, WALNUT FIN.",HMLG,,0,,,MCSS,0,4.5,1,
2606-36,DS,TBDS,3PC PACK COUNTER HEIGHT SET,HMLG,112.00(Promotional Price),0,,,VCNE,140.8,9.54,1,XD-179
2608-78,DS,,DINING TABLE,HMLG,259.00(Unit Price),0,,,VCGV,151.8,14.8,1,XXD-77
2608S,DS,,SIDE CHAIR,HMLG,50.00(Unit Price),2,,,VCGV,49.5,2.87,2,XXD-77
2609-40,DS,,SERVER,HMLG,309.00(Unit Price),0,,,VCGV,136.4,17.6,1,XXD-24
2609-96,DS,,"(1/2) DINING TBL TOP, 2*12""LEAF",HMLG,182.88(Promotional Price),0,,,VCGV,149.6,13,1,XXD-24
2609-96B,DS,TBDS,"(2/2) TRESTLE BASE, OAK/BLACK",HMLG,68.12(Promotional Price),0,,,VCGV,44,6.68,1,XXD-24
2609S,DS,TBDS,SIDE CHAIR,HMLG,24.00(Promotional Price),0,,,VCGV,23.65,3.09,2,XXD-24
2611-24,DS,,COUNTER HEIGHT CHAIR,HMLG,29.00(Promotional Price),0,,,MCGR,22.55,2.7,2,XD-141
2611-36,DS,,"(1/2) CNTR HGHT TBL TOP,LZ SUSN",HMLG,156.88(Unit Price),0,,,MCGR,151.8,8.42,1,XD-141
2611-36B,IN,TBDS,"(2/2) CNTR HGHT TBL BSE, SHLF",HMLG,90.12(Unit Price),9,,,MCGR,38.52,2.35,1,XD-141
2612-40,DS,,SERVER,HMLG,289.00(Unit Price),0,,,MCGR,151.8,23.1,1,XXD-98
2612-82,DS,,"DINING TABLE, BUTTERFLY LEAF",HMLG,179.00(Promotional Price),0,,,MCGR,159.72,15.1,1,XXD-98
2612S,DS,,SIDE CHAIR,HMLG,41.00(Unit Price),0,,,MCGR,18.48,2.46,2,XXD-98
2615DC-04,IN,TBDS,"(1/2) RD END TBL TOP, D.CHRY",HMLG,63.88(Unit Price),29,,,VCGT,28.6,2.64,1,XT-40
2615DC-04B,IN,,(2/2) PEDESTAL END TBL BASE,HMLG,25.12(Unit Price),118,,,VCGT,4.4,0.4,1,T-49
2615DC-04RT,IN,,"(1/2) RECT END TBL TOP, D.CHRY",HMLG,63.88(Unit Price),82,,,VCGT,29.92,2.3,1,T-49
2615DC-05RT,IN,TBDS,"(1/2) RECT SOFA TBL TOP, D.CHRY",HMLG,59.88(Unit Price),8,,,VCGT,40.48,2.94,1,XT-39
2615DC-05RTB,IN,TBDS,(2/2) PEDESTAL SOFA TBL BASE,HMLG,49.12(Unit Price),9,,,VCGT,11,0.95,1,XT-39
2615DC-1,IN,,"(1/3) QN UPH HDBD, D.CHRY",HMLG,189.88(Unit Price),10,,59 05/26/2018,VCDJ,72.82,14.2,1,B-104
2615DC-11,IN,,TV CHEST,HMLG,289.00(Unit Price),25,,,VCDJ,108.15,20.5,1,B-104
2615DC-2,IN,,"(2/3) QN FTBD & SL, 2 STRG DRWR",HMLG,159.06(Unit Price),13,,56 05/26/2018,VCDJ,96.16,14.7,1,B-104
2615DC-24,IN,,"\CNTR HGHT CHAIR, NAILHD & FBRC",HMLG,70.00(Unit Price),33,,,VCGT,24.75,3.64,2,XD-31
2615DC-3,IN,,(3/3) EK/QN RAILS,HMLG,100.06(Unit Price),33,,70 05/26/2018,VCDJ,55.42,4.91,1,B-104
2615DC-30,DS,,"(1/2) OVAL CKTL TBL TOP, D.CHRY",HMLG,76.88(Unit Price),0,,,VCGT,41.36,4.35,1,XT-40
2615DC-30B,IN,,(2/2) PEDESTAL CKTL TBL BASE,HMLG,22.12(Unit Price),81,,,VCGT,4.4,0.37,1,XT-40
2615DC-30RT,IN,,"(1/2) RECT CKTL TBL TOP, D.CHRY",HMLG,76.88(Unit Price),73,,,VCGT,48.4,4.35,1,T-49
2615DC-36,IN,,"(1/2) CNTR HGHT TBL TOP, D.CHRY",HMLG,119.88(Unit Price),9,,,VCGT,82.28,9.86,1,XD-31
2615DC-36B,IN,,(2/2) CNTR HT TBL BSE W/SHLVES,HMLG,99.12(Unit Price),13,,,VCGT,72.6,7.3,1,XD-31
2615DC-4,IN,,NIGHT STAND,HMLG,149.00(Unit Price),40,,105 05/26/2018,VCDJ,65.01,9.98,1,B-104
2615DC-40,IN,,"SERVER, MELAMINE LAMINATED TOP",HMLG,349.00(Unit Price),10,,,VCGT,161.48,31.4,1,XD-29
2615DC-5,IN,,DRESSER,HMLG,345.00(Unit Price),23,,57 05/26/2018,VCDJ,154.51,31.2,1,B-104
2615DC-50,IN,,"(1/2) HUTCH, DRK CHERRY",HMLG,359.88(Unit Price),14,33 04/13/2018,10 05/30/2018,VCGT,231,38.3,1,D-15
2615DC-55,IN,,(2/2) BUFFET,HMLG,309.12(Unit Price),25,33 04/13/2018,11 05/30/2018,VCGT,137.28,23.7,1,D-15
2615DC-6,IN,,MIRROR,HMLG,56.00(Unit Price),15,,49 05/26/2018,VCDJ,44.22,4.97,1,B-104
2615DC-72,DS,,"(1/2) RD/OVAL TBL TOP,18 EXT LF",HMLG,204.88(Unit Price),0,,,VCGT,124.74,14.2,1,XD-30
2615DC-72B,DS,,"(2/2) PEDESTAL BASE, DRK CHERY",HMLG,54.12(Unit Price),2,,,VCGT,14.96,1.58,1,XD-30
2615DC-9,IN,,CHEST,HMLG,289.00(Unit Price),0,,23 05/26/2018,VCDJ,133.56,28.4,1,B-104
2615DC-96,IN,,"(1/2) DNNG TBL TOP, 20in LEAF",HMLG,209.88(Unit Price),7,103 04/13/2018,85 05/30/2018,VCGT,146.08,12.4,1,D-15
2615DC-96B,IN,,"(2/2) PEDESTAL BSE, DRK CHERRY",HMLG,89.12(Unit Price),16,100 04/13/2018,79 05/30/2018,VCGT,14.96,1.6,1,D-15
2615DCA,IN,,ARM CHAIR,HMLG,70.00(Unit Price),87,66 04/13/2018,88 05/30/2018,VCGT,24.2,3.83,2,D-15
2615DCS,IN,,SIDE CHAIR,HMLG,65.00(Unit Price),43,300 04/13/2018,710 05/30/2018,VCGT,22,3.83,2,D-15
2615KDC-1,IN,,"(1/3) CK/EK UPH HDBD, D.CHRY",HMLG,239.88(Unit Price),38,,31 05/26/2018,VCDJ,90.51,17.7,1,B-104
2615KDC-2,IN,,"(2/3) CK/EK FB & SL, 2 STRG DRW",HMLG,209.06(Unit Price),34,,34 05/26/2018,VCDJ,106.75,18.4,1,B-104
2615KDC-3CK,IN,,(3/3) CK RAILS W/TOP CROWN,HMLG,100.06(Unit Price),18,,18 05/26/2018,VCDJ,63.8,5.46,1,B-104
2615MT-50,DS,,"(2) BUFFET&HUTCH,METAL FERRULES",HMLG,675.00(Unit Price),0,,,VCGT,0,62,1,
2615MT-96,DS,,"LEG TBL, METAL FERRULES",HMLG,299.00(Unit Price),0,,,VCGT,0,13.8,1,
2615MTA-PU,DS,,"\ARM CHAIR, P/U, METAL FERRULES",HMLG,75.00(Unit Price),0,,,VCGT,0,3.96,2,
2615MTS-PU,DS,,"\SIDE CHAIR, P/U,METAL FERRULES",HMLG,70.00(Unit Price),0,,,VCGT,0,3.96,2,
2615RFA-NN,IN,,"\ARM CHAIR, NO NAILHEAD",HMLG,70.00(Unit Price),226,,,VCGT,24.2,4.1,2,D-15
2615RFS-NN,IN,,"\SIDE CHAIR, NO NAILHEAD",HMLG,65.00(Unit Price),202,,,VCGT,22,3.83,2,D-15
2617N-24,IN,,COUNTER HEIGHT CHAIR,HMLG,35.00(Promotional Price),0,139 04/22/2018,,MCTW,20.9,2.8,2,XD-66
2617N-36,IN,,"COUNTER HEIGHT TABLE, BUTTERFLY LEAF",HMLG,159.00(Promotional Price),16,,,MCTW,149.94,11.5,1,XD-66
2622,DS,,"(1/2) DNNG TBL TOP,20IN BTFY LF",HMLG,48.88(Promotional Price),0,,,MCBW,118.8,11.1,1,XXD-113
2622-13,DS,,BENCH,HMLG,49.00(Unit Price),0,,,MCBW,33,2.47,1,XXD-113
2622-24,DS,,COUNTER HEIGHT CHAIR,HMLG,45.00(Unit Price),0,,,MCBW,18.15,2.65,2,XXD-114
2622-24BH,DS,,COUNTER HEIGHT BENCH,HMLG,89.00(Unit Price),1,,,MCBW,33.08,4.94,1,XXD-114
2622-36,DS,,"(1/2) CNTR HGHT TBL TOP,20IN LF",HMLG,124.88(Unit Price),0,,,MCBW,118.8,11.1,1,XXD-114
2622-36B,DS,,"(2/2) CNTR HGHT TBL LEGS,DRK ES",HMLG,94.12(Unit Price),0,,,MCBW,36.3,2.47,1,XXD-114
2622B,DS,TBDS,"(2/2) DINING TBL LEGS, DRK ESP",HMLG,26.12(Promotional Price),0,,,MCBW,34.66,1.77,1,XXD-113
2622S,DS,,SIDE CHAIR,HMLG,29.00(Promotional Price),0,,,MCBW,17.6,2.12,2,XXD-113
2623-72,DS,,"(1/2) TBL BASE, W/G4272, ESRPSO",HMLG,28.88(Promotional Price),0,,,MCPA,29.7,0.94,1,XXD-144
2623DBS,DS,,SIDE CHAIR,HMLG,18.00(Promotional Price),0,,,MCPA,15.95,3.12,2,XXD-144
2624,DS,,"DINING TBL, ASH VNR, WALNUT FIN",HMLG,163.00(Unit Price),1,,,MCMI,81.4,9.76,1,
2624-40,DS,,SERVER,HMLG,319.00(Unit Price),0,,,MCMI,149.6,24.3,1,
2624S,DS,,"\(1/2) SIDE CHAIR CSHN, D.BRW P/U",HMLG,11.88(Promotional Price),1,,,MCMI,12.65,2.63,2,
2624S-1,DS,,\(2/2) SIDE CHAIR LEGS & HW,HMLG,14.12(Promotional Price),0,,,MCMI,7.15,0.79,2,
2862F,DS,,FULL HDBD BLACK/GOLD BRUSH FINISH,HMLG,58.00(Unit Price),0,,,CSCV,19.93,3.53,1,XXB-114
2862K,DS,,"KING HDBD, BLACK/GOLD BRUSH FINISH",HMLG,68.00(Unit Price),0,,,CSCV,24.35,5.06,1,XXB-114
2862Q,DS,,"QUEEN HDBD,BACLK/GLD BRUSH STYLE",HMLG,58.00(Unit Price),0,,,CSCV,22.14,3.95,1,XXB-114
2863-1,DS,TBDS,"(1/2) METAL QN HB & FB, CHROME",HMLG,97.88(Promotional Price),0,,,CSCV,53.68,8,1,XB-112
2863-3,DS,TBDS,(2/2) QN RL & SL,HMLG,37.12(Promotional Price),0,,,CSCV,27.06,1.31,1,XB-112
